id,stationName,longitude,latitude
534,Karlov Ave & Madison St,-87.727907,41.88085
535,Pulaski Rd & Congress Pkwy,-87.725704,41.874325
536,Kostner Ave & Lake St,-87.73541,41.885928
537,Kenton Ave & Madison St,-87.741018,41.880708
538,Cicero Ave & Flournoy St,-87.746619,41.872131
539,Cicero Ave & Quincy St,-87.745405,41.877613
540,Laramie Ave & Madison St,-87.755337,41.880207
541,Central Ave & Harrison St,-87.764499,41.872993
542,Central Ave & Madison St,-87.763238,41.880121
543,Laramie Ave & Gladys Ave,-87.755285,41.875806
544,Austin Blvd & Madison St,-87.774453,41.880281
545,Kostner Ave & Adams St,-87.735737,41.877917
546,Damen Ave & Pershing Rd,-87.676597,41.823192
547,Ashland Ave & Pershing Rd,-87.665577,41.823465
548,Morgan St & Pershing Rd,-87.650931,41.823613
549,Marshfield Ave & 44th St,-87.666589,41.813996
550,Central Ave & Chicago Ave,-87.764902,41.894958
551,Hoyne Ave & 47th St,-87.67718,41.808227
552,Ashland Ave & McDowell Ave,-87.66454,41.80887
553,Elizabeth St & 47th St,-87.656526,41.80839
554,Damen Ave & 51st St,-87.674684,41.800908
555,Ashland Ave & 50th St,-87.664699,41.803023
556,Throop St & 52nd St,-87.657195,41.799659
557,Seeley Ave & Garfield Blvd,-87.675478,41.794087
558,Ashland Ave & Garfield Blvd,-87.664429,41.792822
559,Racine Ave & Garfield Blvd,-87.655073,41.794228
560,Marshfield Ave & 59th St,-87.666215,41.786833
561,Damen Ave & 59th St,-87.674167,41.78602
562,Racine Ave & 61st St,-87.654372,41.783189
563,Ashland Ave & 63rd St,-87.664843,41.779374
564,Racine Ave & 65th St,-87.654308,41.775393
565,Ashland Ave & 66th St,-87.663815,41.774074
566,Ashland Ave & 69th St,-87.664069,41.768726
567,May St & 69th St,-87.652934,41.768938
568,Normal Ave & 72nd St,-87.637297,41.763462
569,Woodlawn Ave & 75th St,-87.595751,41.75916
570,Evans Ave & 75th St,-87.606685,41.758308
571,Vernon Ave & 75th St,-87.614138,41.758361
572,State St & 76th St,-87.624621,41.756971
573,State St & 79th St,-87.624424,41.750794
574,Eberhart (Vernon) Ave & 79th St,-87.612568,41.751345
575,Cottage Grove Ave & 78th St,-87.605026,41.753174
576,Greenwood Ave & 79th St,-87.597552,41.751294
577,Stony Island Ave & South Chicago Ave,-87.585337,41.751173
578,Bennett Ave & 79th St,-87.578496,41.751785
579,Phillips Ave & 79th St,-87.565211,41.75182
580,Exchange Ave & 79th St,-87.552812,41.751731
581,Commercial Ave & 83rd St,-87.551208,41.744615
582,Phillips Ave & 83rd St,-87.56506,41.744531
583,Stony Island Ave & 82nd St,-87.586005,41.746559
584,Ellis Ave & 83rd St,-87.599034,41.744123
585,Cottage Grove Ave & 83rd St,-87.604786,41.744053
586,MLK Jr Dr & 83rd St,-87.6148,41.743116
587,Wabash Ave & 83rd St,-87.622849,41.743316
588,South Chicago Ave & 83rd St,-87.575225,41.743921
589,Milwaukee Ave & Cuyler Ave,-87.749594,41.954468
590,Kilbourn Ave & Irving Park Rd,-87.740569,41.953733
591,Kilbourn Ave & Milwaukee Ave,-87.74002,41.948818
592,Knox Ave & Montrose Ave,-87.745359,41.960631
593,Halsted St & 59th St,-87.644874,41.787539
594,Western Blvd & 48th Pl,-87.683392,41.805661
595,Wabash Ave & 87th St,-87.622634,41.736646
596,Benson Ave & Church St,-87.683485,42.048214
597,Chicago Ave & Washington St,-87.679101,42.032562
598,Elmwood Ave & Austin St,-87.684107,42.025784
599,Valli Produce - Evanston Plaza,-87.699413,42.039742
600,Dodge Ave & Church St,-87.698224,42.048308
601,Central St Metra,-87.69873,42.063598
602,Central St & Girard Ave,-87.686152,42.064313
603,Chicago Ave & Sheridan Rd,-87.677821,42.050491
604,Sheridan Rd & Noyes St (NU),-87.677432,42.058239
605,University Library (NU),-87.673447,42.052939
619,Keystone Ave & Fullerton Ave,-87.728231,41.924377
620,Orleans St & Chestnut St (NEXT Apts),-87.637536,41.898203
621,Aberdeen St & Randolph St,-87.654264,41.884114
622,California Ave & Cortez St,-87.696704,41.900363
623,Michigan Ave & 8th St,-87.623981,41.872773
624,Dearborn St & Van Buren St (*),-87.629155,41.876268
625,Chicago Ave & Dempster St,-87.680687,42.041691
626,Delano Ct & Roosevelt Rd,-87.63219,41.867491
627,LaSalle Dr & Huron St (*),-87.632326,41.894877
628,Walsh Park,-87.667968,41.91461
630,Kildare Ave & Montrose Ave,-87.73569,41.96108
631,Malcolm X College,-87.673895,41.877618
632,Clark St & Newport St,-87.654678,41.94454
635,Fairbanks St & Superior St (*),-87.620104,41.895748
636,Orleans St & Hubbard St (*),-87.636618,41.890028
637,Wood St & Chicago Ave (*),-87.672069,41.895634
638,Clinton St & Jackson Blvd (*),-87.640977,41.878419
639,Lakefront Trail & Wilson Ave,-87.645361,41.965845
640,Bernard St & Elston Ave,-87.713949,41.949923
641,Central Park Ave & Bloomingdale Ave,-87.716755,41.914166
642,Latrobe Ave & Chicago Ave,-87.756895,41.894745
643,Smith Park (*),-87.689397,41.892048
644,Western Ave & Fillmore St (*),-87.686234,41.868563
645,Archer (Damen) Ave & 37th St (*),-87.683144,41.826712
646,State St & 54th St,-87.625923,41.796642
647,Elizabeth St & 59th St,-87.655859,41.786691
648,Carpenter St & 63rd St,-87.650919,41.77987
649,Stewart Ave & 63rd St (*),-87.634774,41.779835
650,Eggleston Ave & 69th St (*),-87.635876,41.768898
651,Michigan Ave & 71st St,-87.621748,41.765286
652,Rhodes Ave & 71st St,-87.611726,41.766
653,Cornell Dr & Hayes Dr,-87.584846,41.780595
654,Racine Ave & Washington Blvd (*),-87.656952,41.883073
655,Hoyne Ave & Balmoral Ave,-87.681932,41.979851
656,Damen Ave & Walnut (Lake) St (*),-87.677009,41.885951
657,Wood St & Augusta Blvd,-87.6722,41.899181
658,Leavitt St & Division St (*),-87.683825,41.902997
659,Leavitt St & Chicago Ave,-87.682017,41.895501
660,Sheridan Rd & Columbia Ave,-87.661406,42.004583
661,Evanston Civic Center,-87.686554,42.057044
662,Dodge Ave & Mulford St,-87.699595,42.023463
663,Lincolnwood Dr & Central St,-87.715297,42.064854
664,Leavitt St & Belmont Ave (*),-87.683282,41.939354
665,South Chicago Ave & Elliot Ave,-87.580046,41.747363
